Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
10230000,1.3021683,758.975,289.99454,1245.3955331236125,1245.3955331236125,224.80003,0.020024769,0.00014674365,0.1489145,0.0024508343,1.0
10260000,1.302078,576.2727272727273,224.29817,921.6975230810777,921.6975230810777,411.47766,0.018389594,0.00014627562,0.14875852,0.00244305,1.0
10290000,1.3019538,791.9142857142857,281.82513,1308.4994702725796,1308.4994702725796,278.52283,0.023900408,0.00014580585,0.14860195,0.0024352367,1.0
10320000,1.3018574,780.3589743589744,265.63196,1289.0369147031736,1289.0369147031736,250.10408,0.019521784,0.00014549264,0.14849754,0.0024300267,1.0
10350000,1.3016251,638.063829787234,235.35841,1042.9512961024934,1042.9512961024934,179.55676,0.01892107,0.00014502849,0.14834282,0.0024223055,1.0
10380000,1.301717,734.35,264.56903,1203.4497321277856,1203.4497321277856,162.06078,0.026108097,0.00014455237,0.1481841,0.0024143858,1.0
10410000,1.3017535,558.1666666666666,223.11543,911.2024833259208,911.2024833259208,285.4394,0.017785374,0.00014407869,0.14802618,0.0024065077,1.0
10440000,1.3017879,603.3265306122449,230.26634,989.1082184643161,989.1082184643161,325.0956,0.018926641,0.00014360776,0.1478692,0.0023986748,1.0
10470000,1.3016855,597.2692307692307,242.76685,964.1748367945353,964.1748367945353,407.9943,0.016479066,0.0001431364,0.14771211,0.0023908347,1.0
10500000,1.3016506,699.3333333333334,265.0139,1164.7882957985234,1164.7882957985234,266.94565,0.019602574,0.00014266963,0.1475565,0.0023830703,1.0
10530000,1.3015887,760.0769230769231,265.7482,1255.7490067909926,1255.7490067909926,358.14832,0.022365559,0.00014235331,0.14745107,0.0023778086,1.0
10560000,1.3014518,686.0909090909091,245.0628,1139.3462087755854,1139.3462087755854,211.5859,0.019885877,0.00014188554,0.14729518,0.0023700285,1.0
10590000,1.3012712,699.0,258.44098,1158.015772246179,1158.015772246179,317.8157,0.018138872,0.00014141874,0.14713956,0.002362264,1.0
10620000,1.3013221,648.2765957446809,225.08278,1076.2541856499429,1076.2541856499429,171.67776,0.020113848,0.00014095218,0.14698404,0.0023545031,1.0
10650000,1.3014098,722.1428571428571,265.67084,1199.6996187936693,1199.6996187936693,289.9443,0.019146176,0.00014047913,0.14682634,0.0023466349,1.0
10680000,1.3013268,704.0238095238095,255.49841,1170.6467485740072,1170.6467485740072,284.60834,0.020822346,0.00014000671,0.1466689,0.0023387773,1.0
10710000,1.3012546,675.9090909090909,249.12604,1132.1323277476158,1132.1323277476158,154.004,0.018012984,0.00013953731,0.14651243,0.0023309693,1.0
10740000,1.3008355,760.8048780487804,291.50082,1348.7927799933666,1348.7927799933666,279.21057,0.020985037,0.0001390694,0.14635642,0.002323187,1.0
10770000,1.3005865,604.0425531914893,251.08156,1000.4026619032318,1000.4026619032318,600.4513,0.018414028,0.00013859468,0.14619821,0.00231529,1.0
10800000,1.300522,835.5,293.08582,1359.7290833791096,1359.7290833791096,309.75656,0.022229277,0.00013828679,0.14609557,0.0023101692,1.0
